Billed_Date,month_name,quarter_label,year,Billed_Carrier_Name,Billed_Carrier_Code,Operating_Carrier_Name,Operating_Carrier_Code,Billed_Currency,Ticket_Count,Billed_Amount,Commission_Amount,Billed_Discount,Accepted_Amount,Accepted_Commission,Accepted_Discount,Rejected_Amount,Rejected_Commission,Rejected_Discount,Rejection_Percentage,Billing_Efficiency_Pct
2025-01-17,January,Q1,2025,Thai Airways International,TG,Star Air,XX,USD,252,153570.0,9214.2,2695.0,128459.08,7707.59,2309.62,25110.92,1506.61,385.38,16.35,83.65
2025-02-04,February,Q1,2025,SIA,SQ,Star Air,XX,USD,516,217545.0,13052.7,3160.0,184020.56,11041.07,2650.7,33524.44,2011.63,509.3,15.41,84.59
2025-02-04,February,Q1,2025,Emirates,EK,Star Air,XX,USD,260,73530.0,4411.8,1255.0,61977.44,3718.58,1030.87,11552.56,693.22,224.13,15.71,84.29
2025-01-17,January,Q1,2025,SIA,SQ,Star Air,XX,USD,255,105085.0,6305.1,1920.0,89196.79,5351.72,1658.89,15888.21,953.38,261.11,15.12,84.88
2025-02-04,February,Q1,2025,Vietnam Airlines,VN,Star Air,XX,USD,1,130.0,7.8,15.0,119.18,7.15,11.92,10.82,0.65,3.08,8.32,91.68
2025-03-13,March,Q1,2025,Qantas,QF,Star Air,XX,USD,256,199950.0,11997.0,2850.0,170075.16,10204.45,2459.76,29874.84,1792.55,390.24,14.94,85.06
2025-02-04,February,Q1,2025,Air Mauritius,MK,Star Air,XX,USD,249,149265.0,8955.9,2505.0,126292.5,7577.66,2095.72,22972.5,1378.24,409.28,15.39,84.61
2025-01-12,January,Q1,2025,American Airlines,AA,Star Air,XX,USD,265,284660.0,17079.6,3460.0,239834.17,14390.14,2967.11,44825.83,2689.46,492.89,15.75,84.25
2025-03-13,March,Q1,2025,Air Mauritius,MK,Star Air,XX,USD,264,160225.0,9613.5,1590.0,135795.15,8147.68,1366.03,24429.85,1465.82,223.97,15.25,84.75
2025-01-12,January,Q1,2025,Emirates,EK,Star Air,XX,USD,505,140310.0,8418.6,2210.0,118242.79,7094.54,1862.13,22067.21,1324.06,347.87,15.73,84.27
2025-03-13,March,Q1,2025,PIA,PK,Star Air,XX,USD,238,68745.0,4124.7,1150.0,58104.43,3486.15,970.92,10640.57,638.55,179.08,15.48,84.52
2025-03-13,March,Q1,2025,American Airlines,AA,Star Air,XX,USD,266,270820.0,16249.2,4915.0,227945.87,13676.77,4149.83,42874.13,2572.43,765.17,15.83,84.17
2025-06-26,June,Q2,2025,Qantas,QF,Star Air,XX,USD,237,146450.0,8787.0,2345.0,123743.3,7424.59,2016.45,22706.7,1362.41,328.55,15.5,84.5
2025-03-13,March,Q1,2025,Emirates,EK,Star Air,XX,USD,259,74265.0,4455.9,1055.0,63118.34,3787.04,894.44,11146.66,668.86,160.56,15.01,84.99
2025-03-13,March,Q1,2025,Air Canada,AC,Star Air,XX,USD,259,73810.0,4428.6,1060.0,62703.23,3762.28,882.41,11106.77,666.32,177.59,15.05,84.95
2025-04-27,April,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,245,184815.0,11088.9,2695.0,156045.0,9362.71,2357.14,28770.0,1726.19,337.86,15.57,84.43
2025-06-26,June,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,247,169665.0,10179.9,2235.0,142668.96,8560.16,1817.0,26996.04,1619.74,418.0,15.91,84.09
2025-05-03,May,Q2,2025,Air India,AI,Star Air,XX,USD,251,84355.0,5061.3,1240.0,71910.98,4314.63,1060.4,12444.02,746.67,179.6,14.75,85.25
2025-05-28,May,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,249,175060.0,10503.6,3275.0,148291.27,8897.49,2828.83,26768.73,1606.11,446.17,15.29,84.71
2025-06-26,June,Q2,2025,Air France,AF,Star Air,XX,USD,239,239405.0,14364.3,3520.0,203020.72,12181.18,3013.94,36384.28,2183.12,506.06,15.2,84.8
2025-04-27,April,Q2,2025,Air India,AI,Star Air,XX,USD,242,104570.0,6274.2,2190.0,88732.52,5323.92,1816.27,15837.48,950.28,373.73,15.15,84.85
2025-01-17,January,Q1,2025,Emirates,EK,Star Air,XX,USD,246,73545.0,4412.7,1370.0,61944.12,3716.65,1124.56,11600.88,696.05,245.44,15.77,84.23
2025-04-14,April,Q2,2025,Qantas,QF,Star Air,XX,USD,477,232895.0,13973.7,3895.0,197287.54,11837.31,3242.74,35607.46,2136.39,652.26,15.29,84.71
2025-04-14,April,Q2,2025,Jet Airways,9W,Star Air,XX,USD,245,75135.0,4508.1,935.0,63563.42,3813.77,807.46,11571.58,694.33,127.54,15.4,84.6
2025-05-03,May,Q2,2025,Air Canada,AC,Star Air,XX,USD,242,81760.0,4905.6,1540.0,68527.19,4111.63,1295.93,13232.81,793.97,244.07,16.18,83.82
2025-05-03,May,Q2,2025,PIA,PK,Star Air,XX,USD,233,84740.0,5084.4,955.0,71837.71,4310.24,820.24,12902.29,774.16,134.76,15.23,84.77
2025-05-01,May,Q2,2025,Qantas,QF,Star Air,XX,USD,232,198555.0,11913.3,2775.0,167705.89,10062.37,2389.33,30849.11,1850.93,385.67,15.54,84.46
2025-04-14,April,Q2,2025,Air Mauritius,MK,Star Air,XX,USD,242,161830.0,9709.8,2680.0,137510.8,8250.58,2307.63,24319.2,1459.22,372.37,15.03,84.97
2025-04-27,April,Q2,2025,Blue Panorama,BV,Star Air,XX,USD,232,78235.0,4694.1,975.0,66037.89,3962.25,824.14,12197.11,731.85,150.86,15.59,84.41
2025-05-28,May,Q2,2025,American Airlines,AA,Star Air,XX,USD,462,541390.0,32483.4,8035.0,455220.12,24547.4,6901.25,86169.88,7936.0,1133.75,15.92,84.08
2025-05-01,May,Q2,2025,JetBlue,B6,Star Air,XX,USD,154,237160.0,14229.6,3600.0,202467.72,12148.01,2938.28,34692.28,2081.59,661.72,14.63,85.37
2025-05-03,May,Q2,2025,American Airlines,AA,Star Air,XX,USD,240,287695.0,17261.7,4990.0,245904.68,14754.27,4159.79,41790.32,2507.43,830.21,14.53,85.47
2025-05-28,May,Q2,2025,British Airways,BA,Star Air,XX,USD,455,254285.0,15257.1,3455.0,212592.75,12257.34,2935.09,41692.25,2999.76,519.91,16.4,83.6
2025-04-27,April,Q2,2025,Qantas,QF,Star Air,XX,USD,481,672485.0,40349.1,11530.0,570378.6,34222.65,9630.94,102106.4,6126.45,1899.06,15.18,84.82
2025-05-03,May,Q2,2025,Vietnam Airlines,VN,Star Air,XX,USD,1,1005.0,60.3,0.0,943.4,56.6,0.0,61.6,3.7,0.0,6.13,93.87
2025-04-27,April,Q2,2025,Air Canada,AC,Star Air,XX,USD,247,80695.0,4841.7,1035.0,68150.58,4089.02,894.22,12544.42,752.68,140.78,15.55,84.45
2025-04-27,April,Q2,2025,Emirates,EK,Star Air,XX,USD,489,165125.0,9907.5,3035.0,139034.54,8342.07,2560.25,26090.46,1565.43,474.75,15.8,84.2
2025-05-28,May,Q2,2025,Qantas,QF,Star Air,XX,USD,734,854380.0,51262.8,14765.0,728139.82,43569.1,12567.3,126240.18,7693.7,2197.7,14.78,85.22
2025-05-03,May,Q2,2025,Air Mauritius,MK,Star Air,XX,USD,252,182810.0,10968.6,3295.0,154476.73,9268.67,2793.83,28333.27,1699.93,501.17,15.5,84.5
2025-04-14,April,Q2,2025,Emirates,EK,Star Air,XX,USD,228,68350.0,4101.0,1130.0,57741.92,3464.47,944.66,10608.08,636.53,185.34,15.52,84.48
2025-05-28,May,Q2,2025,Emirates,EK,Star Air,XX,USD,459,158495.0,9509.7,2175.0,133273.33,7996.35,1793.26,25221.67,1513.35,381.74,15.91,84.09
2025-04-27,April,Q2,2025,British Airways,BA,Star Air,XX,USD,261,143455.0,8607.3,2050.0,121800.53,6264.4,1772.78,21654.47,2342.9,277.22,15.09,84.91
2025-05-01,May,Q2,2025,PIA,PK,Star Air,XX,USD,240,86205.0,5172.3,1625.0,73312.55,4157.54,1359.96,12892.45,1014.76,265.04,14.96,85.04
2025-05-01,May,Q2,2025,Blue Panorama,BV,Star Air,XX,USD,248,79695.0,4781.7,1040.0,67574.27,4164.95,883.94,12120.73,616.75,156.06,15.21,84.79
2025-06-26,June,Q2,2025,PIA,PK,Star Air,XX,USD,261,86975.0,5218.5,1650.0,73478.02,4445.05,1337.28,13496.98,773.45,312.72,15.52,84.48
2025-05-28,May,Q2,2025,PIA,PK,Star Air,XX,USD,256,83985.0,5039.1,1315.0,71124.27,4253.5,1140.79,12860.73,785.6,174.21,15.31,84.69
2025-05-01,May,Q2,2025,Air Mauritius,MK,Star Air,XX,USD,251,153530.0,9211.8,1800.0,130880.86,8471.93,1496.91,22649.14,739.87,303.09,14.75,85.25
2025-05-01,May,Q2,2025,Emirates,EK,Star Air,XX,USD,483,162640.0,9758.4,2905.0,138929.05,8335.79,2511.76,23710.95,1422.61,393.24,14.58,85.42
2025-05-01,May,Q2,2025,Air Canada,AC,Star Air,XX,USD,248,78775.0,4726.5,1445.0,66899.63,4013.98,1237.7,11875.37,712.52,207.3,15.08,84.92
2025-05-03,May,Q2,2025,Emirates,EK,Star Air,XX,USD,242,83835.0,5030.1,1120.0,70429.78,4225.71,950.47,13405.22,804.39,169.53,15.99,84.01
2025-07-12,July,Q3,2025,JetBlue,B6,Star Air,XX,USD,219,336655.0,20199.3,4275.0,280238.22,16814.34,3615.29,56416.78,3384.96,659.71,16.76,83.24
2025-08-03,August,Q3,2025,Qantas,QF,Star Air,XX,USD,1255,1213685.0,72821.1,18865.0,1026714.66,61602.89,15844.95,186970.34,11218.21,3020.05,15.41,84.59
2025-06-26,June,Q2,2025,Air Mauritius,MK,Star Air,XX,USD,249,174040.0,10442.4,1560.0,146897.64,6669.92,1315.76,27142.36,3772.48,244.24,15.6,84.4
2025-07-05,July,Q3,2025,Air India,AI,Star Air,XX,USD,264,92015.0,5520.9,1330.0,77881.83,4672.91,1147.76,14133.17,847.99,182.24,15.36,84.64
2025-06-26,June,Q2,2025,American Airlines,AA,Star Air,XX,USD,247,295580.0,17734.8,4625.0,248681.4,10611.96,3919.94,46898.6,7122.84,705.06,15.87,84.13
2025-05-03,May,Q2,2025,SIA,SQ,Star Air,XX,USD,253,115350.0,6921.0,790.0,96736.47,5017.46,648.84,18613.53,1903.54,141.16,16.14,83.86
2025-08-03,August,Q3,2025,Air France,AF,Star Air,XX,USD,250,241750.0,14505.0,3990.0,207018.07,12421.1,3592.56,34731.93,2083.9,397.44,14.37,85.63
2025-07-20,July,Q3,2025,Air France,AF,Star Air,XX,USD,231,214040.0,12842.4,3105.0,182993.93,10979.61,2674.89,31046.07,1862.79,430.11,14.5,85.5
2025-07-12,July,Q3,2025,Thai Airways International,TG,Star Air,XX,USD,256,189360.0,11361.6,3370.0,158566.57,9513.98,2891.33,30793.43,1847.62,478.67,16.26,83.74
2025-05-28,May,Q2,2025,Air Canada,AC,Star Air,XX,USD,496,161940.0,9716.4,1970.0,137400.16,8244.01,1680.38,24539.84,1472.39,289.62,15.15,84.85
2025-07-05,July,Q3,2025,Thai Airways International,TG,Star Air,XX,USD,239,168595.0,10115.7,2245.0,142111.38,8526.71,1945.09,26483.62,1588.99,299.91,15.71,84.29
2025-09-15,September,Q3,2025,Qantas,QF,Star Air,XX,USD,979,679915.0,40794.9,9475.0,578238.92,34694.25,7935.13,101676.09,6100.65,1539.87,14.95,85.05
2025-07-20,July,Q3,2025,PIA,PK,Star Air,XX,USD,234,73880.0,4432.8,1165.0,61667.0,3700.02,982.34,12213.0,732.78,182.66,16.53,83.47
2025-08-03,August,Q3,2025,American Airlines,AA,Star Air,XX,USD,226,270255.0,16215.3,4400.0,228309.16,13698.56,3774.97,41945.84,2516.74,625.03,15.52,84.48
2025-07-05,July,Q3,2025,JetBlue,B6,Star Air,XX,USD,246,383250.0,22995.0,4320.0,327549.05,19652.97,3708.02,55700.95,3342.03,611.98,14.53,85.47
2025-07-12,July,Q3,2025,American Airlines,AA,Star Air,XX,USD,513,613810.0,36828.6,7225.0,518550.0,31113.03,6188.0,95260.0,5715.57,1037.0,15.52,84.48
2025-07-05,July,Q3,2025,Qantas,QF,Star Air,XX,USD,488,517615.0,31056.9,7655.0,439064.58,26343.93,6591.43,78550.42,4712.97,1063.57,15.18,84.82
2025-07-20,July,Q3,2025,American Airlines,AA,Star Air,XX,USD,239,277325.0,16639.5,4025.0,233161.76,13989.72,3447.8,44163.24,2649.78,577.2,15.92,84.08
2025-07-20,July,Q3,2025,Qantas,QF,Star Air,XX,USD,739,889480.0,53368.8,15300.0,755454.91,45327.31,12960.42,134025.09,8041.49,2339.58,15.07,84.93
2025-07-12,July,Q3,2025,Qantas,QF,Star Air,XX,USD,224,198880.0,11932.8,2365.0,171862.68,10311.74,2051.05,27017.32,1621.06,313.95,13.58,86.42
2025-07-12,July,Q3,2025,Air Canada,AC,Star Air,XX,USD,477,154330.0,9259.8,2620.0,130725.03,7843.54,2210.48,23604.97,1416.26,409.52,15.3,84.7
2025-07-12,July,Q3,2025,Emirates,EK,Star Air,XX,USD,728,236365.0,14181.9,3070.0,199655.65,11979.25,2566.02,36709.36,2202.65,503.98,15.53,84.47
2025-07-05,July,Q3,2025,Air Mauritius,MK,Star Air,XX,USD,239,165370.0,9922.2,2400.0,142130.71,8527.88,1990.6,23239.29,1394.32,409.4,14.05,85.95
2025-09-15,September,Q3,2025,Emirates,EK,Star Air,XX,USD,246,80885.0,4853.1,1250.0,67457.23,4047.43,1066.27,13427.77,805.67,183.73,16.6,83.4
2025-09-15,September,Q3,2025,Air Mauritius,MK,Star Air,XX,USD,240,156070.0,9364.2,2280.0,132229.18,7933.7,1893.5,23840.82,1430.5,386.5,15.28,84.72
2025-07-20,July,Q3,2025,Blue Panorama,BV,Star Air,XX,USD,235,67080.0,4024.8,1125.0,56970.83,3418.3,969.6,10109.17,606.5,155.4,15.07,84.93
2025-07-20,July,Q3,2025,Emirates,EK,Star Air,XX,USD,253,75450.0,4527.0,1345.0,63510.76,3810.72,1129.42,11939.24,716.28,215.58,15.82,84.18
2025-07-20,July,Q3,2025,Air Canada,AC,Star Air,XX,USD,244,72345.0,4340.7,1010.0,61507.99,3690.48,866.79,10837.01,650.22,143.21,14.98,85.02
2025-08-03,August,Q3,2025,Emirates,EK,Star Air,XX,USD,243,76360.0,4581.6,1000.0,64699.79,3882.01,836.12,11660.22,699.59,163.88,15.27,84.73
2025-07-05,July,Q3,2025,Air Canada,AC,Star Air,XX,USD,252,84180.0,5050.8,1390.0,71944.34,4316.66,1210.3,12235.66,734.14,179.7,14.54,85.46
2025-07-20,July,Q3,2025,Vietnam Airlines,VN,Star Air,XX,USD,1,765.0,45.9,0.0,695.6,41.74,0.0,69.4,4.16,0.0,9.07,90.93
2025-07-05,July,Q3,2025,American Airlines,AA,Star Air,XX,USD,258,316415.0,18984.9,4520.0,266785.72,16007.17,3839.2,49629.28,2977.73,680.8,15.68,84.32
2025-08-03,August,Q3,2025,JetBlue,B6,Star Air,XX,USD,227,316720.0,19003.2,3620.0,267310.99,16038.65,3164.67,49409.01,2964.55,455.33,15.6,84.4
2025-07-20,July,Q3,2025,JetBlue,B6,Star Air,XX,USD,258,338760.0,20325.6,4465.0,288187.76,17291.22,3769.16,50572.25,3034.38,695.84,14.93,85.07
2025-07-20,July,Q3,2025,British Airways,BA,Star Air,XX,USD,244,138400.0,8304.0,2090.0,116215.29,6972.87,1750.4,22184.71,1331.13,339.6,16.03,83.97
2025-10-30,October,Q4,2025,Qantas,QF,Star Air,XX,USD,915,823475.0,49408.5,12735.0,693324.02,41599.5,10174.09,130150.98,7809.0,2560.91,15.81,84.19
2025-11-20,November,Q4,2025,Air France,AF,Star Air,XX,USD,244,206180.0,12370.8,1390.0,173723.31,10423.41,2140.77,32456.69,1947.39,-750.77,15.74,84.26
2025-11-20,November,Q4,2025,Qantas,QF,Star Air,XX,USD,956,842950.0,50577.0,11800.0,709750.79,42584.96,8786.01,133199.21,7992.04,3013.99,15.8,84.2
2025-07-05,July,Q3,2025,Emirates,EK,Star Air,XX,USD,469,149600.0,8976.0,2115.0,126675.31,7600.5,1796.52,22924.69,1375.5,318.48,15.32,84.68
2025-07-05,July,Q3,2025,SIA,SQ,Star Air,XX,USD,255,122025.0,7321.5,1430.0,101623.87,6097.43,1191.22,20401.13,1224.07,238.78,16.72,83.28
2025-10-30,October,Q4,2025,Thai Airways International,TG,Star Air,XX,USD,246,151335.0,9080.1,995.0,127212.34,7632.76,1712.34,24122.66,1447.34,-717.34,15.94,84.06
2025-12-17,December,Q4,2025,Thai Airways International,TG,Star Air,XX,USD,247,153340.0,9200.4,1135.0,129743.79,7784.65,1805.16,23596.21,1415.75,-670.16,15.39,84.61
2025-12-06,December,Q4,2025,Air India,AI,Star Air,XX,USD,270,89560.0,5373.6,550.0,75649.12,4538.99,967.84,13910.89,834.61,-417.84,15.53,84.47
2025-11-09,November,Q4,2025,Air India,AI,Star Air,XX,USD,248,80975.0,4858.5,415.0,68039.49,4082.35,835.29,12935.51,776.15,-420.29,15.97,84.03
2025-01-21,January,Q1,2025,Jet Airways,9W,Star Air,XX,USD,256,72540.0,4352.4,1175.0,61283.48,3677.07,983.66,11256.52,675.33,191.34,15.52,84.48
2025-01-21,January,Q1,2025,Air New Zealand,NZ,Star Air,XX,USD,505,269335.0,16160.1,4500.0,229634.54,13778.04,3870.35,39700.46,2382.06,629.65,14.74,85.26
2025-01-25,January,Q1,2025,JetBlue,B6,Star Air,XX,USD,247,328610.0,19716.6,3710.0,277442.01,16646.45,3142.78,51167.99,3070.15,567.22,15.57,84.43
2025-03-21,March,Q1,2025,Air New Zealand,NZ,Star Air,XX,USD,490,266215.0,15972.9,4295.0,225295.97,13517.7,3601.77,40919.03,2455.2,693.23,15.37,84.63
2025-03-22,March,Q1,2025,Air India,AI,Star Air,XX,USD,241,73850.0,4431.0,1035.0,62856.62,3771.43,875.6,10993.38,659.57,159.4,14.89,85.11
2025-02-14,February,Q1,2025,Qantas,QF,Star Air,XX,USD,761,488060.0,29283.6,7185.0,412932.82,24775.87,6053.35,75127.18,4507.73,1131.65,15.39,84.61
2025-01-25,January,Q1,2025,Jet Airways,9W,Star Air,XX,USD,498,139805.0,8388.3,2120.0,117056.85,7023.62,1752.05,22748.15,1364.68,367.95,16.27,83.73
2025-01-25,January,Q1,2025,Air India,AI,Star Air,XX,USD,256,75075.0,4504.5,1055.0,63393.25,3803.62,906.5,11681.75,700.88,148.5,15.56,84.44
2025-01-21,January,Q1,2025,JetBlue,B6,Star Air,XX,USD,244,312750.0,18765.0,5590.0,264913.76,15894.84,4635.89,47836.24,2870.16,954.11,15.3,84.7
2025-03-10,March,Q1,2025,Qantas,QF,Star Air,XX,USD,752,558190.0,33491.4,8000.0,474502.19,28470.17,6838.84,83687.81,5021.23,1161.16,14.99,85.01
2025-02-14,February,Q1,2025,Air New Zealand,NZ,Star Air,XX,USD,256,81530.0,4891.8,1130.0,68509.23,4110.59,957.79,13020.77,781.21,172.21,15.97,84.03
2025-03-10,March,Q1,2025,Jet Airways,9W,Star Air,XX,USD,242,69310.0,4158.6,1145.0,59141.43,3548.43,998.3,10168.57,610.17,146.7,14.67,85.33
2025-03-21,March,Q1,2025,Qantas,QF,Star Air,XX,USD,501,322850.0,19371.0,5040.0,274448.17,16466.98,4269.03,48401.83,2904.02,770.97,14.99,85.01
2025-01-13,January,Q1,2025,Qantas,QF,Star Air,XX,USD,725,522945.0,31376.7,6925.0,438956.1,26337.29,5867.77,83988.9,5039.41,1057.23,16.06,83.94
2025-01-13,January,Q1,2025,Jet Airways,9W,Star Air,XX,USD,262,65020.0,3901.2,850.0,55176.08,3310.6,724.14,9843.92,590.6,125.86,15.14,84.86
2025-03-22,March,Q1,2025,Jet Airways,9W,Star Air,XX,USD,260,71655.0,4299.3,1185.0,59960.17,3597.58,1001.19,11694.83,701.72,183.81,16.32,83.68
2025-02-14,February,Q1,2025,Thai Airways International,TG,Star Air,XX,USD,253,150945.0,9056.7,1955.0,129757.17,7785.39,1653.11,21187.83,1271.31,301.89,14.04,85.96
2025-01-21,January,Q1,2025,Qantas,QF,Star Air,XX,USD,514,285025.0,17101.5,4465.0,239571.1,14374.26,3785.03,45453.9,2727.24,679.97,15.95,84.05
2025-03-21,March,Q1,2025,PIA,PK,Star Air,XX,USD,250,68700.0,4122.0,1060.0,58247.11,3494.83,920.79,10452.89,627.17,139.21,15.22,84.78
2025-03-22,March,Q1,2025,PIA,PK,Star Air,XX,USD,241,72610.0,4356.6,1120.0,61184.1,3671.0,924.33,11425.9,685.6,195.67,15.74,84.26
2025-03-22,March,Q1,2025,JetBlue,B6,Star Air,XX,USD,255,328900.0,19734.0,5570.0,278229.27,16693.85,4705.03,50670.73,3040.15,864.97,15.41,84.59
2025-03-22,March,Q1,2025,Thai Airways International,TG,Star Air,XX,USD,258,163335.0,9800.1,2530.0,139394.48,8363.66,2106.06,23940.52,1436.44,423.94,14.66,85.34
2025-01-25,January,Q1,2025,American Airlines,AA,Star Air,XX,USD,256,277400.0,16644.0,4210.0,233257.68,13995.42,3455.1,44142.32,2648.58,754.9,15.91,84.09
2025-01-25,January,Q1,2025,British Airways,BA,Star Air,XX,USD,248,111390.0,6683.4,2040.0,93954.94,5637.29,1772.71,17435.06,1046.11,267.29,15.65,84.35
2025-03-22,March,Q1,2025,Qantas,QF,Star Air,XX,USD,251,297645.0,17858.7,5145.0,252265.57,15135.87,4423.28,45379.43,2722.83,721.72,15.25,84.75
2025-01-21,January,Q1,2025,Emirates,EK,Star Air,XX,USD,266,72705.0,4362.3,1090.0,62236.33,3734.11,946.42,10468.68,628.19,143.58,14.4,85.6
2025-03-22,March,Q1,2025,American Airlines,AA,Star Air,XX,USD,520,562815.0,33768.9,10460.0,475853.83,28551.29,8715.28,86961.17,5217.61,1744.72,15.45,84.55
2025-01-25,January,Q1,2025,Qantas,QF,Star Air,XX,USD,244,287730.0,17263.8,4965.0,243926.63,14635.59,4156.47,43803.37,2628.21,808.53,15.22,84.78
2025-03-22,March,Q1,2025,Air Canada,AC,Star Air,XX,USD,460,141525.0,8491.5,1955.0,118633.22,7117.88,1640.91,22891.78,1373.62,314.09,16.18,83.82
2025-03-10,March,Q1,2025,Air India,AI,Star Air,XX,USD,251,76700.0,4602.0,1085.0,64635.35,3878.12,942.58,12064.65,723.88,142.42,15.73,84.27
2025-01-13,January,Q1,2025,Air India,AI,Star Air,XX,USD,246,62955.0,3777.3,940.0,53450.16,3207.07,784.56,9504.85,570.23,155.44,15.1,84.9
2025-01-25,January,Q1,2025,Air Canada,AC,Star Air,XX,USD,236,63730.0,3823.8,845.0,53951.92,3237.1,706.9,9778.08,586.7,138.1,15.34,84.66
2025-01-25,January,Q1,2025,Emirates,EK,Star Air,XX,USD,737,203390.0,12203.4,2835.0,172153.83,10329.16,2417.65,31236.17,1874.24,417.35,15.36,84.64
2025-01-13,January,Q1,2025,Emirates,EK,Star Air,XX,USD,258,71600.0,4296.0,1575.0,60922.56,3655.28,1352.31,10677.44,640.72,222.69,14.91,85.09
2025-02-14,February,Q1,2025,Air Canada,AC,Star Air,XX,USD,256,69250.0,4155.0,755.0,58565.45,3513.86,626.26,10684.55,641.14,128.74,15.43,84.57
2025-05-23,May,Q2,2025,Qantas,QF,Star Air,XX,USD,1274,747470.0,44848.2,10260.0,635313.57,38118.85,8822.35,112156.43,6729.35,1437.65,15.0,85.0
2025-03-22,March,Q1,2025,SIA,SQ,Star Air,XX,USD,265,116765.0,7005.9,1535.0,100118.56,6007.08,1310.72,16646.44,998.82,224.28,14.26,85.74
2025-01-25,January,Q1,2025,SIA,SQ,Star Air,XX,USD,254,112645.0,6758.7,1725.0,94864.98,5691.8,1505.51,17780.02,1066.9,219.49,15.78,84.22
2025-02-14,February,Q1,2025,Emirates,EK,Star Air,XX,USD,509,142380.0,8542.8,2385.0,120552.08,7233.07,1976.97,21827.92,1309.73,408.03,15.33,84.67
2025-05-23,May,Q2,2025,Jet Airways,9W,Star Air,XX,USD,254,81120.0,4867.2,1025.0,68013.85,4080.9,869.93,13106.15,786.3,155.07,16.16,83.84
2025-04-29,April,Q2,2025,Jet Airways,9W,Star Air,XX,USD,238,70670.0,4240.2,1025.0,60132.54,3607.98,877.69,10537.46,632.22,147.31,14.91,85.09
2025-04-29,April,Q2,2025,Air New Zealand,NZ,Star Air,XX,USD,250,202045.0,12122.7,1760.0,170988.23,10259.37,1462.6,31056.77,1863.33,297.4,15.37,84.63
2025-06-08,June,Q2,2025,Qantas,QF,Star Air,XX,USD,735,841600.0,50496.0,13720.0,713301.36,42797.99,11521.27,128298.64,7698.01,2198.73,15.24,84.76
2025-01-21,January,Q1,2025,Air Canada,AC,Star Air,XX,USD,258,73560.0,4413.6,1325.0,62513.88,3750.76,1128.78,11046.12,662.84,196.22,15.02,84.98
2025-05-23,May,Q2,2025,Air New Zealand,NZ,Star Air,XX,USD,472,305045.0,18302.7,5665.0,252978.88,15178.77,4662.74,52066.12,3123.93,1002.26,17.07,82.93
2025-03-22,March,Q1,2025,Emirates,EK,Star Air,XX,USD,261,72605.0,4356.3,1180.0,61325.63,3679.55,1020.03,11279.37,676.75,159.97,15.54,84.46
2025-06-08,June,Q2,2025,Thai Airways International,TG,Star Air,XX,USD,248,167355.0,10041.3,2125.0,142554.83,8553.29,1786.2,24800.17,1488.01,338.8,14.82,85.18
2025-04-29,April,Q2,2025,Qantas,QF,Star Air,XX,USD,722,530715.0,31842.9,8820.0,447691.23,26861.4,7438.0,83023.77,4981.5,1382.0,15.64,84.36
