Revenue_Date,month_name,month_num,quarter_label,year,Carrier_Code,Route,Inward_Available_Flag,Ticket_Amount_AED,Tax_AED,Agent_Commission_AED,Discount_AED,Inward_Billed_Amount,Inward_Commission_Received,Revenue_Per_Ticket_AED,Ticket_Count
2024-07-06,July,7,Q3,2024,888,COK-DXB,No,3041.058978,364.92351024,182.46353868,0.0,0.0,0.0,2493.67193,4
2024-07-06,July,7,Q3,2024,888,DXB-BHX,No,5213.0,521.38,312.78000000000003,148.0,0.0,0.0,4230.84,7
2024-07-06,July,7,Q3,2024,888,DXB-BKK,No,6994.0,1468.69,419.64,0.0,0.0,0.0,5105.67,4
2024-07-06,July,7,Q3,2024,888,DXB-BNE,No,7647.0,1437.67,458.82,306.0,0.0,0.0,5444.51,5
2024-07-06,July,7,Q3,2024,888,DXB-BOM,No,1578.0,173.60000000000002,94.68,0.0,0.0,0.0,1309.7199999999998,2
2024-07-06,July,7,Q3,2024,888,DXB-CCU,No,7007.0,770.77,420.42,88.0,0.0,0.0,5727.81,8
2024-07-06,July,7,Q3,2024,888,DXB-CCU,Yes,4378.0,350.24,262.68,0.0,1410.0,84.6,2439.6800000000003,5
2024-07-06,July,7,Q3,2024,888,DXB-CDG,No,2276.0,204.86,136.56,228.0,0.0,0.0,1706.58,1
2024-07-06,July,7,Q3,2024,888,DXB-COK,No,3726.0,365.08000000000004,223.56,149.0,0.0,0.0,2988.36,5
2024-07-06,July,7,Q3,2024,888,DXB-IAH,No,11364.0,1079.6100000000001,681.84,284.0,0.0,0.0,9318.55,4
2024-07-06,July,7,Q3,2024,888,DXB-JFK,Yes,6994.0,769.38,419.64,350.0,2370.0,142.2,3227.1800000000003,2
2024-07-06,July,7,Q3,2024,888,DXB-KHI,No,786.0,78.6,47.16,0.0,0.0,0.0,660.24,1
2024-07-06,July,7,Q3,2024,888,DXB-LHR,No,7880.0,709.26,472.8,131.0,0.0,0.0,6566.9400000000005,6
2024-07-06,July,7,Q3,2024,888,DXB-LHR,Yes,5255.0,262.72,315.3,132.0,1560.0,93.60000000000001,3078.58,4
2024-07-06,July,7,Q3,2024,888,DXB-MAA,No,746.0,82.1,44.76,0.0,0.0,0.0,619.14,1
2024-07-06,July,7,Q3,2024,888,DXB-MAA,Yes,1490.0,163.86,89.4,0.0,485.0,29.1,780.8399999999999,2
2024-07-06,July,7,Q3,2024,888,DXB-MEL,No,3276.0,589.69,196.56,0.0,0.0,0.0,2489.75,1
2024-07-06,July,7,Q3,2024,888,DXB-MEL,Yes,9832.0,1769.6599999999999,589.9200000000001,328.0,2780.0,166.8,4531.219999999999,3
2024-07-06,July,7,Q3,2024,888,DXB-MIL,No,5029.0,402.38,301.74,0.0,0.0,0.0,4324.88,5
2024-07-06,July,7,Q3,2024,888,DXB-ORD,No,33422.0,3370.68,2005.3200000000002,0.0,0.0,0.0,28046.0,7
2024-07-06,July,7,Q3,2024,888,DXB-SIN,No,2188.0,240.64999999999998,131.28,109.0,0.0,0.0,1707.0700000000002,2
2024-07-06,July,7,Q3,2024,888,DXB-SYD,No,6291.0,1216.25,377.46,210.0,0.0,0.0,4487.29,3
2024-07-06,July,7,Q3,2024,888,DXB-SYD,Yes,29185.0,5379.43,1751.1,0.0,9710.0,582.6,12927.07,12
2024-07-06,July,7,Q3,2024,888,DXB-YUL,Yes,3938.0,433.11,236.28,0.0,1325.0,79.5,2023.1100000000001,5
2024-07-06,July,7,Q3,2024,888,JFK-MIL,Yes,2328.146912,326.13202713,139.68881472,76.58378,650.0,39.0,1174.74229,3
2024-07-06,July,7,Q3,2024,888,LHE-DXB,No,3863.0365819999997,193.15221712,231.78219492,154.483696,0.0,0.0,3283.618474,5
2024-07-06,July,7,Q3,2024,888,LHR-DXB,Yes,2662.5148,292.53776247999997,159.750888,130.705272,910.0,54.6,1224.1208780000002,2
2024-07-06,July,7,Q3,2024,888,MEL-DXB,No,6427.224629,1156.68386631,385.63347774,0.0,0.0,0.0,4884.907285,2
2024-07-06,July,7,Q3,2024,888,MEL-SIN,Yes,12849.63666,2312.76615787,770.9781996,642.481833,4435.0,266.1,4954.510469,4
2024-07-06,July,7,Q3,2024,888,MRU-DXB,Yes,3607.3786550000004,324.66566653,216.44271930000002,0.0,1120.0,67.2,2013.4702690000001,2
2024-07-06,July,7,Q3,2024,888,SIN-DXB,No,7868.454033,944.38684878,472.10724197999997,0.0,0.0,0.0,6451.959942,7
2024-07-06,July,7,Q3,2024,888,SYD-DXB,Yes,4114.77129,616.9750636,246.8862774,0.0,1280.0,76.80000000000001,2047.70995,2
2024-07-06,July,7,Q3,2024,888,YUL-DXB,No,15891.312225,1622.2716051,953.4787335000001,166.2561,0.0,0.0,13149.30579,17
2024-07-06,July,7,Q3,2024,888,YUL-DXB,Yes,4112.06754,419.5749777,246.7240524,83.12805,1240.0,74.4,2197.04046,5
2024-07-07,July,7,Q3,2024,888,AKL-DXB,No,1906.646274,267.03040741,114.39877644,0.0,0.0,0.0,1525.21709,1
2024-07-07,July,7,Q3,2024,888,AKL-DXB,Yes,7628.583677,1297.03909738,457.71502062,0.0,2535.0,152.1,3490.929559,4
2024-07-07,July,7,Q3,2024,888,BKK-DXB,No,18133.78554,3264.054966,1088.0271324,362.76822,0.0,0.0,13418.935222,10
2024-07-07,July,7,Q3,2024,888,BKK-DXB,Yes,3624.7086900000004,761.1987366000001,217.4825214,0.0,1175.0,70.5,1541.5274319999999,2
2024-07-07,July,7,Q3,2024,888,BNE-DXB,No,30008.954829000002,5731.46733614,1800.53728974,298.381076,0.0,0.0,22178.569129,20
2024-07-07,July,7,Q3,2024,888,BNE-DXB,Yes,7500.433983,1245.1875435299999,450.02603897999995,0.0,2545.0,152.7,3412.920401,5
2024-07-07,July,7,Q3,2024,888,CCU-DXB,No,3575.279787,250.26958509,214.51678722,0.0,0.0,0.0,3110.493415,4
2024-07-07,July,7,Q3,2024,888,CHC-DXB,No,4252.9803679999995,722.40708826,255.17882208,253.81978700000002,0.0,0.0,3021.5746719999997,5
2024-07-07,July,7,Q3,2024,888,CHC-DXB,Yes,2548.190775,407.57062333,152.8914465,85.938983,870.0,52.2,1083.989723,3
2024-07-07,July,7,Q3,2024,888,COK-DXB,No,9884.088219,1072.08052629,593.04529314,228.384858,0.0,0.0,7990.577541,13
2024-07-07,July,7,Q3,2024,888,DXB-BKK,No,6994.0,1468.49,419.64,0.0,0.0,0.0,5105.87,4
2024-07-07,July,7,Q3,2024,888,DXB-BNE,No,28617.0,5345.33,1717.02,612.0,0.0,0.0,20942.649999999998,16
2024-07-07,July,7,Q3,2024,888,DXB-BOM,No,1573.0,173.04,94.38,79.0,0.0,0.0,1226.58,2
2024-07-07,July,7,Q3,2024,888,DXB-CCU,No,4378.0,437.9,262.68,88.0,0.0,0.0,3589.42,5
2024-07-07,July,7,Q3,2024,888,DXB-CCU,Yes,877.0,70.19,52.62,0.0,290.0,17.4,481.59,1
2024-07-07,July,7,Q3,2024,888,DXB-CDG,No,2271.0,204.38,136.26,0.0,0.0,0.0,1930.36,1
2024-07-07,July,7,Q3,2024,888,DXB-CMB,No,1753.0,105.13999999999999,105.18,0.0,0.0,0.0,1542.6799999999998,2
2024-07-07,July,7,Q3,2024,888,DXB-COK,No,2979.0,283.1,178.74,75.0,0.0,0.0,2442.16,4
2024-07-07,July,7,Q3,2024,888,DXB-CPT,No,14867.0,1486.72,892.02,0.0,0.0,0.0,12488.26,6
2024-07-07,July,7,Q3,2024,888,DXB-GVA,No,7873.0,866.12,472.38,197.0,0.0,0.0,6337.5,4
2024-07-07,July,7,Q3,2024,888,DXB-HYD,No,3153.0,157.65,189.18,79.0,0.0,0.0,2727.17,4
2024-07-07,July,7,Q3,2024,888,DXB-IAH,No,14208.0,1392.41,852.48,284.0,0.0,0.0,11679.11,5
2024-07-07,July,7,Q3,2024,888,DXB-JFK,No,13985.0,1118.8400000000001,839.0999999999999,0.0,0.0,0.0,12027.06,4
2024-07-07,July,7,Q3,2024,888,DXB-JFK,Yes,10491.0,1153.98,629.46,0.0,3200.0,192.0,5699.56,3
2024-07-07,July,7,Q3,2024,888,DXB-KHI,No,790.0,79.01,47.4,0.0,0.0,0.0,663.59,1
2024-07-07,July,7,Q3,2024,888,DXB-LHE,No,3150.0,346.55,189.0,79.0,0.0,0.0,2535.45,4
2024-07-07,July,7,Q3,2024,888,DXB-LHR,No,3942.0,354.78,236.52,0.0,0.0,0.0,3350.7,3
2024-07-07,July,7,Q3,2024,888,DXB-LHR,Yes,5250.0,262.43,315.0,262.0,1575.0,94.5,2930.0699999999997,4
2024-07-07,July,7,Q3,2024,888,DXB-MAA,No,3587.0,394.59000000000003,215.22,0.0,0.0,0.0,2977.19,2
2024-07-07,July,7,Q3,2024,888,DXB-MAA,Yes,5814.0,639.71,348.84000000000003,149.0,1825.0,109.5,2960.95,5
2024-07-07,July,7,Q3,2024,888,DXB-MEL,No,13113.0,2393.12,786.78,328.0,0.0,0.0,9605.1,4
2024-07-07,July,7,Q3,2024,888,DXB-MEL,Yes,13112.0,2360.05,786.72,328.0,4235.0,254.1,5656.33,4
2024-07-07,July,7,Q3,2024,888,DXB-MIL,No,6044.0,493.57,362.64,101.0,0.0,0.0,5086.79,6
2024-07-07,July,7,Q3,2024,888,DXB-ORD,No,19884.0,2073.6,1193.04,284.0,0.0,0.0,16333.36,7
2024-07-07,July,7,Q3,2024,888,DXB-SIN,No,8746.0,1005.59,524.76,218.0,0.0,0.0,6997.65,8
2024-07-07,July,7,Q3,2024,888,DXB-SYD,No,20980.0,4133.18,1258.8,210.0,0.0,0.0,15378.02,10
2024-07-07,July,7,Q3,2024,888,DXB-SYD,Yes,6289.0,1153.06,377.34000000000003,0.0,2035.0,122.1,2845.7,3
2024-07-07,July,7,Q3,2024,888,DXB-YUL,No,3942.0,402.08,236.52,0.0,0.0,0.0,3303.4,5
2024-07-07,July,7,Q3,2024,888,DXB-YUL,Yes,790.0,86.88,47.4,0.0,235.0,14.1,434.82,1
2024-07-07,July,7,Q3,2024,888,FRA-DXB,No,6662.51792,666.3730757000001,399.75107519999995,222.35345,0.0,0.0,5374.04032,3
2024-07-07,July,7,Q3,2024,888,JFK-MIL,Yes,3105.472279,450.46579396,186.32833674,76.58378,955.0,57.3,1494.394369,4
2024-07-07,July,7,Q3,2024,888,LHE-DXB,Yes,8508.062804,796.7447472,510.48376824,154.807046,2750.0,165.0,4461.027244,11
2024-07-07,July,7,Q3,2024,888,LHR-DXB,Yes,3988.931264,438.87925776,239.33587584,0.0,1205.0,72.3,2178.01613,3
2024-07-07,July,7,Q3,2024,888,MEL-DXB,No,9639.633794,1735.1100199300001,578.37802764,0.0,0.0,0.0,7326.145746,3
2024-07-07,July,7,Q3,2024,888,MEL-SIN,Yes,9634.821196,1734.14750033,578.08927176,320.037767,2980.0,178.8,4201.346656,3
2024-07-07,July,7,Q3,2024,888,MRU-DXB,Yes,1802.379574,162.21574924,108.14277444,0.0,565.0,33.9,1000.92105,1
2024-07-07,July,7,Q3,2024,888,SIN-DXB,No,12370.048582,1484.08982767,742.20291492,0.0,0.0,0.0,10143.75584,7
2024-07-07,July,7,Q3,2024,888,SYD-DXB,No,4117.177589,740.85133612,247.03065534,0.0,0.0,0.0,3129.295597,2
2024-07-07,July,7,Q3,2024,888,SYD-DXB,Yes,4114.77129,617.14350453,246.8862774,0.0,1250.0,75.0,2075.741509,2
2024-07-07,July,7,Q3,2024,888,YUL-DXB,No,9041.560905,928.9282494,542.4936543,0.0,0.0,0.0,7570.139002,11
2024-07-07,July,7,Q3,2024,888,YUL-DXB,Yes,8224.13508,839.01140865,493.4481048,83.12805,2435.0,146.1,4519.647517,10
2024-07-07,July,7,Q3,2024,888,YYZ-DXB,No,3602.2155,396.2991237,216.13293,0.0,0.0,0.0,2989.783446,1
2024-07-07,July,7,Q3,2024,888,ZRH-DXB,No,4709.709917,423.62448159,282.58259502,0.0,0.0,0.0,4003.50284,2
2024-07-08,July,7,Q3,2024,888,BKK-DXB,No,10877.31984,2066.6577306,652.6391904,362.65809,0.0,0.0,7795.364831,6
2024-07-08,July,7,Q3,2024,888,BNE-DXB,No,22068.168128999998,4223.19912294,1324.09008774,298.381076,0.0,0.0,16222.497843,12
2024-07-08,July,7,Q3,2024,888,BNE-DXB,Yes,13506.556287,2011.11251523,810.3933772199999,0.0,4490.0,269.4,6464.4503970000005,9
2024-07-08,July,7,Q3,2024,888,BOM-DXB,No,1608.7711199999999,144.7894008,96.5262672,80.349378,0.0,0.0,1287.106074,2
2024-07-08,July,7,Q3,2024,888,CCU-DXB,No,3577.241703,250.40691921,214.63450218,0.0,0.0,0.0,3112.200282,4
2024-07-08,July,7,Q3,2024,888,CHC-DXB,No,1698.79385,288.83492612,101.927631,0.0,0.0,0.0,1308.031293,2
2024-07-08,July,7,Q3,2024,888,CHC-DXB,Yes,2546.192194,407.3108078,152.77153164,167.880804,835.0,50.1,1033.32905,3
2024-07-08,July,7,Q3,2024,888,COK-DXB,No,4558.645593,478.63081092,273.51873558,75.8013,0.0,0.0,3730.694746,6
2024-07-08,July,7,Q3,2024,888,COK-DXB,Yes,2279.568036,250.74713328,136.77408216,0.0,685.0,41.1,1248.14682,3
2024-07-08,July,7,Q3,2024,888,DEL-DXB,No,3217.319295,353.90601423,193.0391577,0.0,0.0,0.0,2670.374124,4
2024-07-08,July,7,Q3,2024,888,DXB-BHX,No,3722.0,372.3,223.32,75.0,0.0,0.0,3051.38,5
2024-07-08,July,7,Q3,2024,888,DXB-BKK,No,8746.0,1836.59,524.76,175.0,0.0,0.0,6209.65,5
2024-07-08,July,7,Q3,2024,888,DXB-BNE,No,16844.0,3154.46,1010.64,0.0,0.0,0.0,12678.9,11
2024-07-08,July,7,Q3,2024,888,DXB-BOM,No,788.0,86.66,47.28,0.0,0.0,0.0,654.06,1
2024-07-08,July,7,Q3,2024,888,DXB-CCU,No,6127.0,630.13,367.62,88.0,0.0,0.0,5041.25,7
2024-07-08,July,7,Q3,2024,888,DXB-CCU,Yes,875.0,69.99,52.5,0.0,290.0,17.4,479.91,1
2024-07-08,July,7,Q3,2024,888,DXB-CDG,No,2273.0,204.6,136.38,227.0,0.0,0.0,1705.02,1
2024-07-08,July,7,Q3,2024,888,DXB-CMB,No,875.0,52.47,52.5,0.0,0.0,0.0,770.03,1
2024-07-08,July,7,Q3,2024,888,DXB-COK,No,4472.0,439.73,268.32,75.0,0.0,0.0,3688.9500000000003,6
2024-07-08,July,7,Q3,2024,888,DXB-CPT,No,25572.0,2636.03,1534.32,0.0,0.0,0.0,21401.65,13
2024-07-08,July,7,Q3,2024,888,DXB-GVA,No,7868.0,865.53,472.08,394.0,0.0,0.0,6136.389999999999,4
2024-07-08,July,7,Q3,2024,888,DXB-IAH,No,14206.0,1392.27,852.36,284.0,0.0,0.0,11677.369999999999,5
2024-07-08,July,7,Q3,2024,888,DXB-JFK,No,3496.0,279.71,209.76,350.0,0.0,0.0,2656.53,1
2024-07-08,July,7,Q3,2024,888,DXB-JFK,Yes,10487.0,1153.6,629.22,0.0,3065.0,183.9,5823.08,3
2024-07-08,July,7,Q3,2024,888,DXB-KHI,No,3151.0,330.84,189.06,79.0,0.0,0.0,2552.1,4
2024-07-08,July,7,Q3,2024,888,DXB-LHE,No,2365.0,165.66000000000003,141.9,0.0,0.0,0.0,2057.44,3
2024-07-08,July,7,Q3,2024,888,DXB-LHR,Yes,9189.0,696.0799999999999,551.34,131.0,2870.0,172.2,5112.78,7
2024-07-08,July,7,Q3,2024,888,DXB-MAA,No,2977.0,327.44,178.62,0.0,0.0,0.0,2470.94,4
2024-07-08,July,7,Q3,2024,888,DXB-MEL,No,29493.0,5505.3099999999995,1769.58,0.0,0.0,0.0,22218.11,9
2024-07-08,July,7,Q3,2024,888,DXB-MEL,Yes,3276.0,589.71,196.56,0.0,1070.0,64.2,1483.93,1
2024-07-08,July,7,Q3,2024,888,DXB-MIL,No,6042.0,503.55,362.52,101.0,0.0,0.0,5074.93,6
2024-07-08,July,7,Q3,2024,888,DXB-ORD,No,8524.0,909.1800000000001,511.44000000000005,0.0,0.0,0.0,7103.379999999999,3
2024-07-08,July,7,Q3,2024,888,DXB-SIN,No,17487.0,1934.4,1049.22,329.0,0.0,0.0,14174.380000000001,8
2024-07-08,July,7,Q3,2024,888,DXB-SYD,No,31456.0,6039.59,1887.36,210.0,0.0,0.0,23319.05,15
2024-07-08,July,7,Q3,2024,888,DXB-SYD,Yes,29373.0,4951.15,1762.3799999999999,630.0,9305.0,558.3,13282.77,14
2024-07-08,July,7,Q3,2024,888,DXB-YUL,No,4730.0,488.76,283.8,79.0,0.0,0.0,3878.44,6
2024-07-08,July,7,Q3,2024,888,DXB-YUL,Yes,4731.0,457.36,283.86,0.0,1525.0,91.5,2556.2799999999997,6
2024-07-08,July,7,Q3,2024,888,DXB-YYZ,No,17258.0,1898.43,1035.48,345.0,0.0,0.0,13979.09,5
2024-07-08,July,7,Q3,2024,888,FRA-DXB,No,4447.069,444.54518840000003,266.82414,0.0,0.0,0.0,3735.6996719999997,2
2024-07-08,July,7,Q3,2024,888,GVA-DXB,No,7710.954895,1156.68480274,462.65729369999997,0.0,0.0,0.0,6091.612799,4
2024-07-08,July,7,Q3,2024,888,IAH-DXB,No,11839.852388,1302.19230323,710.39114328,589.695106,0.0,0.0,9237.573835,4
2024-07-08,July,7,Q3,2024,888,JFK-MIL,Yes,773.496178,123.75938848,46.40977068,0.0,215.0,12.9,401.227019,1
2024-07-08,July,7,Q3,2024,888,LHE-DXB,No,774.591392,38.72982828,46.47548352,0.0,0.0,0.0,689.38608,1
2024-07-08,July,7,Q3,2024,888,LHE-DXB,Yes,3860.786066,355.14397078,231.64716396,77.319452,1250.0,75.0,2021.675479,5
2024-07-08,July,7,Q3,2024,888,LHR-DXB,Yes,2657.673864,292.24730632,159.46043184,0.0,795.0,47.7,1458.666126,2
2024-07-08,July,7,Q3,2024,888,MEL-DXB,No,3212.409165,578.08927176,192.7445499,320.037767,0.0,0.0,2121.537576,1
2024-07-08,July,7,Q3,2024,888,MEL-SIN,Yes,3212.409165,578.37802764,192.7445499,0.0,1160.0,69.6,1350.886588,1
2024-07-08,July,7,Q3,2024,888,MIL-DXB,No,9205.43283,797.7233228,552.3259698,101.06975,0.0,0.0,7754.313786,9
2024-07-08,July,7,Q3,2024,888,MRU-DXB,No,7212.058424,793.32563285,432.72350544,0.0,0.0,0.0,5986.009287,4
2024-07-08,July,7,Q3,2024,888,MRU-DXB,Yes,5405.392384,486.48452077,324.32354304,180.269709,1845.0,110.7,2680.014611,3
2024-07-08,July,7,Q3,2024,888,ORD-DXB,No,14811.303052,1510.57676861,888.67818312,0.0,0.0,0.0,12412.048101,5
2024-07-08,July,7,Q3,2024,888,PEW-DXB,No,1072.306204,85.78449632,64.33837224,107.235794,0.0,0.0,814.947541,1
2024-07-08,July,7,Q3,2024,888,SIN-DXB,No,11252.549998999999,1350.7369119300001,675.15299994,224.074266,0.0,0.0,9002.585821,10
2024-07-08,July,7,Q3,2024,888,SIN-DXB,Yes,4504.467296,540.67971287,270.26803776,112.037133,1395.0,83.7,2270.182412,4
2024-07-08,July,7,Q3,2024,888,SYD-DXB,Yes,6169.750636000001,925.53478437,370.18503816,0.0,1995.0,119.69999999999999,2998.730813,3
2024-07-08,July,7,Q3,2024,888,YUL-DXB,No,7406.709255000001,757.1856981,444.4025553,166.2561,0.0,0.0,6038.864902,9
2024-07-08,July,7,Q3,2024,888,YUL-DXB,Yes,13976.596140000001,1414.5068988,838.5957684,83.12805,4420.0,265.2,7485.565423,17
2024-07-08,July,7,Q3,2024,888,YYZ-DXB,No,22691.186715,2496.0305386500004,1361.4712029,0.0,0.0,0.0,18833.684973,3
2024-07-08,July,7,Q3,2024,888,ZRH-DXB,No,2352.776534,211.66675108,141.16659204,0.0,0.0,0.0,1999.943191,1
2024-07-09,July,7,Q3,2024,888,AKL-DXB,Yes,9535.229951,1620.76924776,572.11379706,0.0,3055.0,183.3,4470.646907,5
2024-07-09,July,7,Q3,2024,888,BHX-DXB,No,750.34508,90.0414096,45.0207048,0.0,0.0,0.0,615.282966,1
2024-07-09,July,7,Q3,2024,888,BKK-DXB,No,18124.42449,3262.590237,1087.4654694,181.16385,0.0,0.0,13593.204934,8
2024-07-09,July,7,Q3,2024,888,BKK-DXB,Yes,5439.98148,1142.4049212,326.3988888,0.0,1595.0,95.69999999999999,2471.87767,3
2024-07-09,July,7,Q3,2024,888,BNE-DXB,No,37509.388812,7186.55634144,2250.56332872,895.143228,0.0,0.0,27177.125916,25
2024-07-09,July,7,Q3,2024,888,BNE-DXB,Yes,10498.682537,1529.75646327,629.92095222,149.190538,3295.0,197.7,5092.514586,7
2024-07-09,July,7,Q3,2024,888,BOM-DXB,No,2415.921198,217.43335371,144.95527188,0.0,0.0,0.0,2053.532573,3
2024-07-09,July,7,Q3,2024,888,CCU-DXB,No,8266.087176,819.85392999,495.96523056,0.0,0.0,0.0,6950.268016,7
2024-07-09,July,7,Q3,2024,888,CDG-DXB,No,11546.20824,1039.1991695,692.7724943999999,230.43903,0.0,0.0,9583.797547999999,5
2024-07-09,July,7,Q3,2024,888,CHC-DXB,No,847.398344,144.07770429,50.84390064,0.0,0.0,0.0,652.476739,1
2024-07-09,July,7,Q3,2024,888,CHC-DXB,Yes,1698.79385,271.6071579,101.927631,0.0,580.0,34.8,780.0590609999999,2
2024-07-09,July,7,Q3,2024,888,COK-DXB,No,14328.006315,1576.08069465,859.6803788999999,75.935067,0.0,0.0,11816.310176,9
2024-07-09,July,7,Q3,2024,888,COK-DXB,Yes,3800.409648,418.04149416,228.02457888,228.340269,1200.0,72.0,1798.003307,5
2024-07-09,July,7,Q3,2024,888,CPT-DXB,No,12137.409456,1011.43505448,728.24456736,0.0,0.0,0.0,10397.729833,6
2024-07-09,July,7,Q3,2024,888,DEL-DXB,No,4020.010473,442.20338148,241.20062838,160.564989,0.0,0.0,3176.0414739999997,5
2024-07-09,July,7,Q3,2024,888,DXB-BHX,No,2978.0,297.84000000000003,178.68,75.0,0.0,0.0,2426.48,4
2024-07-09,July,7,Q3,2024,888,DXB-BKK,No,3497.0,734.44,209.82,0.0,0.0,0.0,2552.74,2
2024-07-09,July,7,Q3,2024,888,DXB-BNE,No,29069.0,5508.11,1744.1399999999999,306.0,0.0,0.0,21510.75,19
2024-07-09,July,7,Q3,2024,888,DXB-BNE,Yes,4589.0,871.89,275.34,0.0,1525.0,91.5,2008.27,3
2024-07-09,July,7,Q3,2024,888,DXB-BOM,No,1577.0,173.37,94.62,0.0,0.0,0.0,1309.01,2
2024-07-09,July,7,Q3,2024,888,DXB-CCU,No,8752.0,743.77,525.12,0.0,0.0,0.0,7483.11,10
2024-07-09,July,7,Q3,2024,888,DXB-CCU,Yes,877.0,70.17,52.62,0.0,305.0,18.3,467.51,1
2024-07-09,July,7,Q3,2024,888,DXB-CDG,No,22861.0,2057.46,1371.66,0.0,0.0,0.0,19431.88,5
